"School","Year","Games","Wins","Losses","Ties","Preseason Rank","Postseason Rank","Srs","Sp Overall","Sp Offense","Sp Defense","First Name","Last Name","Hire Date"
"BYU","2014","13","8","5","0","","","3.4","10.2","33.1","24.1","Bronco","Mendenhall",""
"BYU","2015","13","9","4","0","","","8.4","8.7","31.9","24.6","Bronco","Mendenhall",""
"Virginia","2016","12","2","10","0","","","-5.4","-3.8","25.4","28.5","Bronco","Mendenhall",""
"Virginia","2017","13","6","7","0","","","-0.8","0.8","25","23.3","Bronco","Mendenhall",""
"Virginia","2018","13","8","5","0","","","7.6","7.1","29.7","22","Bronco","Mendenhall",""
"Virginia","2019","14","9","5","0","","","6.3","6.3","30.4","25.2","Bronco","Mendenhall",""
"Virginia","2020","10","5","5","0","","","","","","","Bronco","Mendenhall",""
"Virginia","2021","12","6","6","0","","","2.1","7.2","39.3","31.5","Bronco","Mendenhall",""
"Bowling Green","2001","11","8","3","0","","","5.7","8.6","33.8","27.3","Urban","Meyer",""
"Bowling Green","2002","12","9","3","0","","","3.2","1.2","41.3","39.9","Urban","Meyer",""
"Utah","2003","12","10","2","0","","21","9.4","13.4","35.2","23","Urban","Meyer",""
"Utah","2004","12","12","0","0","20","4","24.9","23.6","49.3","29.4","Urban","Meyer",""
"Florida","2005","12","9","3","0","10","12","12.6","6.7","26.3","19.6","Urban","Meyer",""
"Florida","2006","14","13","1","0","7","1","21.4","26.5","36","8.4","Urban","Meyer",""
"Florida","2007","13","9","4","0","6","13","22.2","28.8","50.1","21.9","Urban","Meyer",""
"Florida","2008","14","13","1","0","5","1","33.9","34.7","43.7","11.2","Urban","Meyer",""
"Florida","2009","14","13","1","0","1","3","25.6","32.8","39.4","8","Urban","Meyer",""
"Florida","2010","13","8","5","0","4","","11.8","14","29.3","15.6","Urban","Meyer",""
"Ohio State","2012","12","12","0","0","18","3","11.7","23.8","40.6","17.5","Urban","Meyer",""
"Ohio State","2013","14","12","2","0","2","12","19.2","28.4","48.8","23.4","Urban","Meyer",""
"Ohio State","2014","15","14","1","0","5","1","23.9","25.8","45.6","20.1","Urban","Meyer",""
"Ohio State","2015","13","12","1","0","1","4","21.9","29.5","41.3","13.5","Urban","Meyer",""
"Ohio State","2016","13","11","2","0","6","6","23.3","22.4","35.6","15","Urban","Meyer",""
"Ohio State","2017","14","12","2","0","2","5","25.6","30.9","42.9","12.8","Urban","Meyer",""
"Ohio State","2018","11","10","1","0","5","","18.1","24.1","44.4","21.2","Urban","Meyer",""
"Oklahoma State","2001","11","4","7","0","","","-1.0","2.2","31.1","30","Les","Miles",""
"Oklahoma State","2002","13","8","5","0","","","6.5","7.9","40.7","34.9","Les","Miles",""
"Oklahoma State","2003","13","9","4","0","24","","8.5","12.2","42.6","33.4","Les","Miles",""
"Oklahoma State","2004","12","7","5","0","","","10.9","13.1","40.3","29.7","Les","Miles",""
"LSU","2005","13","11","2","0","5","6","16.7","20.3","32","11.7","Les","Miles",""
"LSU","2006","13","11","2","0","8","3","21.9","31.6","39.2","6.8","Les","Miles",""
"LSU","2007","14","12","2","0","2","1","22.2","28.9","41.9","14.1","Les","Miles",""
"LSU","2008","13","8","5","0","7","","7.3","20.8","35.7","17.5","Les","Miles",""
"LSU","2009","13","9","4","0","11","17","14.3","23","30.8","10.3","Les","Miles",""
"LSU","2010","13","11","2","0","21","8","17.2","20.4","33.1","14.8","Les","Miles",""
"LSU","2011","14","13","1","0","4","2","29.9","31.9","37.5","7.7","Les","Miles",""
"LSU","2012","13","10","3","0","3","14","19.2","23.7","34.5","12.1","Les","Miles",""
"LSU","2013","13","10","3","0","12","14","18.9","28.7","45.2","18.7","Les","Miles",""
"LSU","2014","13","8","5","0","13","","13.9","21.5","34.2","13.3","Les","Miles",""
"LSU","2015","12","9","3","0","14","16","16.2","19.7","41.3","21.8","Les","Miles",""
"LSU","2016","4","2","2","0","5","13","21.2","25.3","34.2","9","Les","Miles",""
"Kansas","2019","12","3","9","0","","","-5.1","-9.8","26.2","34.8","Les","Miles",""
"Kansas","2020","9","0","9","0","","","-14.6","-16.3","18.5","34.5","Les","Miles",""
"Georgia State","2013","12","0","12","0","","","-22.9","-32.6","13.3","44.4","Trent","Miles",""
"Georgia State","2014","12","1","11","0","","","-26.4","-22.8","22.8","45.9","Trent","Miles",""
"Georgia State","2015","13","6","7","0","","","-11.0","-6.7","28","31.9","Trent","Miles",""
"Georgia State","2016","10","1","8","0","","","-14.6","-12.1","17.3","26.7","Trent","Miles",""
"UMass","2021","3","0","3","0","","","-19.7","-29.3","16.1","43.9","Alex","Miller",""
"Cincinnati","2001","12","7","5","0","","","-2.6","-3.5","30.3","33.7","Rick","Minter",""
"Cincinnati","2002","14","7","7","0","","","4.5","10.7","36.5","28.1","Rick","Minter",""
"Cincinnati","2003","12","5","7","0","","","-4.9","-3.1","30.1","33.3","Rick","Minter",""
"Coastal Carolina","2018","12","5","7","0","","","-15.9","-17.2","28.1","45.7","Joe","Moglia",""
"UMass","2012","12","1","11","0","","","-29.4","-34.4","8.4","43.1","Charley","Molnar",""
"UMass","2013","12","1","11","0","","","-24.3","-36.1","6.4","40.7","Charley","Molnar",""
"Army","2014","12","4","8","0","","","-16.4","-16.9","25.2","40.9","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2015","12","2","10","0","","","-11.5","-21.7","20.3","39","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2016","13","8","5","0","","","-5.2","-9.9","22.2","29.2","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2017","13","10","3","0","","","0.9","-5.3","32.1","35","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2018","13","11","2","0","","","9.5","-1.5","29.4","28.7","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2019","13","5","8","0","","","-5.8","-2.1","28.6","30.4","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2020","12","9","3","0","","","2.5","2.7","27.8","25.3","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2021","13","9","4","0","","","4.6","4.7","28.8","23.5","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2022","12","6","6","0","","","-3.8","-1.5","24.6","25.3","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Army","2023","12","6","6","0","","","-5.3","-4","18.4","22.5","Jeff","Monken","2013-12-24T00:00:00.000Z"
"Southern Mississippi","2013","12","1","11","0","","","-27.9","-24.5","13.6","36.5","Todd","Monken",""
"Southern Mississippi","2014","12","3","9","0","","","-13.9","-15.9","19","34.8","Todd","Monken",""
"Southern Mississippi","2015","14","9","5","0","","","1.8","1.4","31.3","31.1","Todd","Monken",""
"Tulsa","2015","13","6","7","0","","","-5.3","-8.5","32.4","41.2","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2016","13","10","3","0","","","5.9","7.4","34.6","27.6","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2017","12","2","10","0","","","-8.7","-10.7","27.3","37.8","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2018","12","3","9","0","","","-12.0","-11.2","22.9","32.3","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2019","12","4","8","0","","","-0.1","-2.5","24.6","25.2","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2020","9","6","3","0","","","","","","","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2021","13","7","6","0","","","-1.1","5.8","28.7","24","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"Tulsa","2022","12","5","7","0","","","-4.7","-6.1","32.7","38.5","Philip","Montgomery","2014-12-11T00:00:00.000Z"
"East Carolina","2016","12","3","9","0","","","-13.2","-9","27.2","35.1","Scottie","Montgomery",""
"East Carolina","2017","12","3","9","0","","","-14.8","-14","27.2","41.8","Scottie","Montgomery",""
"East Carolina","2018","11","3","8","0","","","-15.7","-14.9","18.3","34.2","Scottie","Montgomery",""
"Miami (OH)","2005","11","7","4","0","","","2.9","0.3","27.6","27.3","Shane","Montgomery",""
"Miami (OH)","2006","12","2","10","0","","","-13.1","-13","16.1","27.5","Shane","Montgomery",""
"Miami (OH)","2007","13","6","7","0","","","-11.9","-11.8","18.9","29.4","Shane","Montgomery",""
"Miami (OH)","2008","12","2","10","0","","","-20.0","-15.8","16.1","33.8","Shane","Montgomery",""
"Mississippi State","2018","13","8","5","0","18","","19.8","23.2","34.6","10.5","Joe","Moorhead",""
"Mississippi State","2019","13","6","7","0","","","5.0","3.5","33.1","28.7","Joe","Moorhead",""
"Akron","2022","12","2","10","0","","","-13.8","-23.4","16.7","38.5","Joe","Moorhead",""
"Akron","2023","12","2","10","0","","","-21.8","-21.6","10.5","30.1","Joe","Moorhead",""
"UCLA","2012","14","9","5","0","","","9.1","14.8","36.8","22.8","Jim","Mora",""
"UCLA","2013","13","10","3","0","21","16","20.2","20","39","20.4","Jim","Mora",""
"UCLA","2014","13","10","3","0","7","10","15.5","17.7","39.9","23","Jim","Mora",""
"UCLA","2015","13","8","5","0","13","","9.9","18.6","42.4","22.6","Jim","Mora",""
"UCLA","2016","12","4","8","0","16","","3.4","9.1","27.5","17.3","Jim","Mora",""
"UCLA","2017","11","5","6","0","","","0.8","4.9","39.3","34.5","Jim","Mora",""
"Connecticut","2022","13","6","7","0","","","-11.2","-14.6","14.2","27.9","Jim","Mora",""
"Connecticut","2023","12","3","9","0","","","-13.5","-15.6","17","31","Jim","Mora",""
"SMU","2015","12","2","10","0","","","-13.1","-17.5","27.3","42.3","Chad","Morris",""
"SMU","2016","12","5","7","0","","","-8.3","-10.8","24.3","32.6","Chad","Morris",""
"SMU","2017","13","7","6","0","","","-2.0","-2.9","35.4","37.4","Chad","Morris",""
"Arkansas","2018","12","2","10","0","","","-7.2","4.5","29.7","25.7","Chad","Morris",""
"Arkansas","2019","10","2","8","0","","","-7.6","-10.6","21.7","32.3","Chad","Morris",""
"North Texas","2023","12","5","7","0","","","-9.6","-6.7","32.9","41.3","Eric","Morris",""
"Kentucky","2001","11","2","9","0","","","-1.1","2.4","35.6","34.1","Guy","Morriss",""
"Kentucky","2002","12","7","5","0","","","4.3","3.2","35.9","34","Guy","Morriss",""
"Baylor","2003","12","3","9","0","","","-17.0","-16.2","27","39.9","Guy","Morriss",""
"Baylor","2004","11","3","8","0","","","-11.3","-8","32.6","38.7","Guy","Morriss",""
"Baylor","2005","11","5","6","0","","","0.3","1.2","20.2","19","Guy","Morriss",""
"Baylor","2006","12","4","8","0","","","-8.7","-3.6","22.6","27.8","Guy","Morriss",""
"Baylor","2007","12","3","9","0","","","-14.4","-13.6","23.5","34.5","Guy","Morriss",""
"Mississippi State","2009","12","5","7","0","","","7.1","4.7","27.8","24.1","Dan","Mullen",""
"Mississippi State","2010","13","9","4","0","","15","12.1","10.6","32","20.9","Dan","Mullen",""
"Mississippi State","2011","13","7","6","0","20","","5.9","8","26","18.2","Dan","Mullen",""
"Mississippi State","2012","13","8","5","0","","","8.0","8.1","32.9","25.1","Dan","Mullen",""
"Mississippi State","2013","13","7","6","0","","","9.1","10.7","34.6","22.2","Dan","Mullen",""
"Mississippi State","2014","13","10","3","0","","11","20.0","22.2","43.2","20.7","Dan","Mullen",""
"Mississippi State","2015","13","9","4","0","","","15.5","15.1","40.2","23.8","Dan","Mullen",""
"Mississippi State","2016","13","6","7","0","","","3.5","5.4","34.5","27.8","Dan","Mullen",""
"Mississippi State","2017","12","8","4","0","","19","14.1","16","32.4","18.1","Dan","Mullen",""
"Florida","2018","13","10","3","0","","","19.3","23","38.6","17.4","Dan","Mullen",""
"Florida","2019","13","11","2","0","8","6","19.8","24","37.8","15.5","Dan","Mullen",""
"Florida","2020","12","8","4","0","8","13","16.2","19.8","43.3","23.9","Dan","Mullen",""
"Florida","2021","11","5","6","0","13","","7.2","11","35","23.2","Dan","Mullen",""
"Army","2003","7","0","7","0","","","-24.5","-28.2","18.8","42.4","John","Mumford",""
"New Mexico State","2005","12","0","12","0","","","-26.0","-29.2","12.8","42","Hal","Mumme",""
"New Mexico State","2006","12","4","8","0","","","-9.3","-10.2","26.6","35.7","Hal","Mumme",""
"New Mexico State","2007","13","4","9","0","","","-20.9","-18.7","24.2","40.4","Hal","Mumme",""
"New Mexico State","2008","12","3","9","0","","","-18.9","-21.7","17.1","36.9","Hal","Mumme",""
"Florida","2011","13","7","6","0","22","","8.0","14.7","28.6","15.9","Will","Muschamp",""
"Florida","2012","13","11","2","0","23","9","20.7","28","32.2","6.6","Will","Muschamp",""
"Florida","2013","12","4","8","0","10","","8.3","9","25.8","15.9","Will","Muschamp",""
"Florida","2014","11","6","5","0","","","9.6","17.3","29.8","14.1","Will","Muschamp",""
"South Carolina","2016","13","6","7","0","","","-2.8","-4","22.7","27.5","Will","Muschamp",""
"South Carolina","2017","13","9","4","0","","","7.3","7.8","28.4","19.7","Will","Muschamp",""
"South Carolina","2018","13","7","6","0","","","9.7","14.9","36.4","23.6","Will","Muschamp",""
"South Carolina","2019","12","4","8","0","","","2.1","4.8","23.4","20.8","Will","Muschamp",""
"South Carolina","2020","7","2","5","0","","","-5.4","-2.4","27.5","29.7","Will","Muschamp",""
"Hawai'i","2015","4","1","3","0","","","-21.7","-16.3","16.6","35.1","Chris","Naeole",""
"Tulane","2023","1","0","1","0","24","","2.0","2.8","26.5","24.4","Slade","Nagle",""
"Louisiana","2018","14","7","7","0","","","-7.4","-6.9","30.5","38.9","Billy","Napier","2017-12-15T00:00:00.000Z"
"Louisiana","2019","14","11","3","0","","","7.7","9.6","36.7","28.3","Billy","Napier","2017-12-15T00:00:00.000Z"
"Louisiana","2020","11","10","1","0","","15","9.0","8.1","33.8","25.6","Billy","Napier","2017-12-15T00:00:00.000Z"
"Louisiana","2021","13","12","1","0","23","16","5.7","8.7","30.3","21.2","Billy","Napier","2017-12-15T00:00:00.000Z"
"Florida","2022","13","6","7","0","","","6.4","10.4","39.6","29.5","Billy","Napier","2017-12-15T00:00:00.000Z"
"Florida","2023","12","5","7","0","","","3.0","6.8","31.1","26","Billy","Napier","2017-12-15T00:00:00.000Z"
"Pittsburgh","2015","13","8","5","0","","","8.9","11.1","33.9","22.4","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2016","13","8","5","0","","","10.6","13.1","43","29.4","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2017","12","5","7","0","","","3.9","6","31.4","25","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2018","14","7","7","0","","","5.8","2.7","29","26.6","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2019","13","8","5","0","","","-0.5","4.1","20.4","16","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2020","11","6","5","0","","","","","","","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2021","14","11","3","0","","13","10.8","17.6","38.2","21.4","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2022","13","9","4","0","17","22","6.3","8.6","32.8","24.7","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Pittsburgh","2023","12","3","9","0","","","-3.3","-7.3","19.3","26","Pat","Narduzzi","2014-12-16T00:00:00.000Z"
"Ball State","2016","12","4","8","0","","","-12.2","-7","28.2","35.1","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2017","12","2","10","0","","","-27.9","-19.7","20.3","37.7","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2018","12","4","8","0","","","-16.4","-18.9","22.5","40.2","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2019","12","5","7","0","","","-4.9","-4.5","29.5","32.6","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2020","8","7","1","0","","23","","","","","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2021","13","6","7","0","","","-7.3","-11.2","21.6","33.7","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2022","12","5","7","0","","","-11.6","-14.9","16","30.1","Mike","Neu","2016-01-17T00:00:00.000Z"
"Ball State","2023","12","4","8","0","","","-12.8","-14.9","12.6","26.3","Mike","Neu","2016-01-17T00:00:00.000Z"
"Washington","2001","12","8","4","0","15","19","6.1","11.6","41.1","32.5","Rick","Neuheisel",""
"Washington","2002","13","7","6","0","9","","9.7","12.4","39.8","29.8","Rick","Neuheisel",""
"UCLA","2008","12","4","8","0","","","-5.7","-0.1","18.7","19.6","Rick","Neuheisel",""
"UCLA","2009","13","7","6","0","","","3.1","4.6","24.3","21.6","Rick","Neuheisel",""
"UCLA","2010","12","4","8","0","","","1.3","3.9","26.5","24.1","Rick","Neuheisel",""
"UCLA","2011","12","6","6","0","","","-0.9","3.5","32","29","Rick","Neuheisel",""
"Navy","2023","12","5","7","0","","","-11.4","-13.7","15","27.2","Brian","Newberry",""
"Navy","2007","1","0","1","0","","","-2.2","-9.8","32.6","41.6","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2008","13","8","5","0","","","3.1","-3.5","25.3","30.2","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2009","14","10","4","0","","","4.5","-2.9","24.4","28","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2010","13","9","4","0","","","3.9","-4.2","29.5","33.5","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2011","12","5","7","0","","","-1.6","-9.4","29.6","38","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2012","13","8","5","0","","","-6.3","-8.1","28.8","36.3","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2013","13","9","4","0","","","2.4","-0.3","33.4","33.5","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2014","13","8","5","0","","","-0.7","3.4","36.5","32.5","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2015","13","11","2","0","","18","13.5","12.1","38.9","27.8","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2016","14","9","5","0","","","2.5","6.8","39.8","33.9","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2017","13","7","6","0","","","6.1","-0.7","32.5","32.1","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2018","13","3","10","0","","","-9.7","-10.2","27.5","38.3","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2019","13","11","2","0","","20","12.9","9.9","36","25.5","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2020","10","3","7","0","","","","","","","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2021","12","4","8","0","","","-5.5","-8.5","20","27.7","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"Navy","2022","12","4","8","0","","","-1.9","-7.2","18.2","24.4","Ken","Niumatalolo","2007-12-08T00:00:00.000Z"
"UTEP","2001","11","2","9","0","","","-26.1","-28.8","23.3","44.8","Gary","Nord",""
"UTEP","2002","12","2","10","0","","","-27.0","-27","25.6","45.5","Gary","Nord",""
"UTEP","2003","13","2","11","0","","","-27.7","-31","22.9","46.1","Gary","Nord",""
"Nevada","2017","12","3","9","0","","","-9.2","-16.4","25.6","41.1","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Nevada","2018","13","8","5","0","","","-3.9","-0.5","27.5","28","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Nevada","2019","13","7","6","0","","","-12.6","-12.3","19.4","31.9","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Nevada","2020","9","7","2","0","","","2.1","1.9","27.5","25.6","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Nevada","2021","12","8","4","0","","","6.3","3.6","30.3","26.9","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Colorado State","2022","12","3","9","0","","","-17.1","-22.2","7.8","29","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Colorado State","2023","12","5","7","0","","","-8.8","-8.9","21.9","32","Jay","Norvell","2016-12-07T00:00:00.000Z"
"Memphis","2016","13","8","5","0","","","4.0","7.7","33.8","29.3","Mike","Norvell",""
"Memphis","2017","13","10","3","0","","25","10.5","7.8","37.6","30.6","Mike","Norvell",""
